Task,T810
Scope 1/1, Sample 1/27 (junk1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-61.4,21.3,NaN,,
0.0010,1,-61.3,21.3,0.0010,,
0.0025,2,-61.3,21.3,0.0015,,
0.0050,3,-61.3,21.3,0.0025,,
0.0090,4,-61.2,21.3,0.0035,,
0.0150,5,-61.0,21.3,0.0055,,
0.0235,6,-60.7,21.3,0.0075,,
0.0320,7,-60.1,21.3,0.0085,,
0.0395,8,-59.4,21.3,0.0075,,
0.0480,9,-58.5,21.3,0.0085,,
0.0565,10,-57.5,21.3,0.0075,,
0.0650,11,-56.5,21.3,0.0075,,
0.0735,12,-55.4,21.3,0.0075,,
0.0815,13,-54.3,21.3,0.0080,,
0.0890,14,-53.1,21.3,0.0075,,
0.0975,15,-51.6,21.3,0.0075,,
0.1060,16,-50.2,21.3,0.0075,,
0.1145,17,-48.7,21.3,0.0075,,
0.1230,18,-47.1,21.3,0.0075,,
0.1305,19,-45.7,21.3,0.0075,,
0.1390,20,-44.0,21.3,0.0085,,
0.1475,21,-42.2,21.3,0.0075,,
0.1555,22,-40.5,21.3,0.0075,,
0.1640,23,-38.6,21.3,0.0075,,
0.1725,24,-36.8,21.3,0.0075,,
0.1800,25,-35.0,21.3,0.0075,,
0.1885,26,-33.0,21.3,0.0085,,
0.1970,27,-31.0,21.3,0.0075,,
0.2055,28,-28.8,21.3,0.0075,,
0.2140,29,-26.8,21.3,0.0075,,
0.2220,30,-24.7,21.3,0.0075,,
0.2300,31,-22.8,21.3,0.0080,,
0.2380,32,-21.0,21.3,0.0080,,
0.2465,33,-19.1,21.3,0.0075,,
0.2550,34,-17.6,21.3,0.0075,,
0.2635,35,-16.0,21.3,0.0075,,
0.2720,36,-14.4,21.3,0.0075,,
0.2795,37,-13.1,21.3,0.0075,,
0.2880,38,-11.8,21.3,0.0085,,
0.2965,39,-10.6,21.3,0.0075,,
0.3045,40,-9.3,21.3,0.0075,,
0.3130,41,-8.1,21.3,0.0075,,
0.3215,42,-7.0,21.3,0.0075,,
0.3290,43,-6.0,21.3,0.0075,,
0.3375,44,-5.0,21.3,0.0085,,
0.3460,45,-3.8,21.3,0.0075,,
0.3545,46,-2.9,21.3,0.0075,,
0.3625,47,-2.0,21.3,0.0075,,
0.3710,48,-1.0,21.3,0.0075,,
0.3795,49,-0.2,21.3,0.0085,,
0.3870,50,0.6,21.3,0.0075,,
0.3955,51,1.5,21.3,0.0075,,
0.4040,52,2.5,21.3,0.0075,,
0.4125,53,3.2,21.3,0.0075,,
0.4210,54,4.1,21.3,0.0075,,
0.4285,55,4.8,21.3,0.0075,,
0.4370,56,5.6,21.3,0.0085,,
0.4450,57,6.5,21.3,0.0075,,
0.4535,58,7.2,21.4,0.0075,,
0.4620,59,7.9,21.4,0.0075,,
0.4705,60,8.7,21.3,0.0075,,
0.4780,61,9.4,21.3,0.0075,,
0.4865,62,10.1,21.4,0.0085,,
0.4950,63,10.9,21.3,0.0075,,
0.5035,64,11.6,21.4,0.0075,,
0.5115,65,12.4,21.3,0.0075,,
0.5200,66,13.1,21.3,0.0075,,
0.5275,67,13.8,21.4,0.0075,,
0.5360,68,14.5,21.3,0.0085,,
0.5445,69,15.3,21.4,0.0075,,
0.5530,70,16.0,21.4,0.0075,,
0.5615,71,16.7,21.4,0.0075,,
0.5700,72,17.5,21.4,0.0075,,
0.5775,73,18.0,21.4,0.0075,,
0.5860,74,18.8,21.4,0.0085,,
0.5940,75,19.5,21.4,0.0075,,
0.6025,76,20.3,21.4,0.0075,,
0.6110,77,21.1,21.4,0.0075,,
0.6195,78,21.7,21.4,0.0085,,
