"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk",2255.92602581211,59.8402,1,2255.92602581211
"D_27_1_BC",2210.41301211883,60.1031,2,2209.15064032436
"D_27_2_BC",2232.89488093643,60.2892,3,2230.34591417737
"D_27_3_BC",2243.96658625071,60.1634,4,2240.12636961708
"D_27_4_BC",2258.38044385623,60.1619,5,2253.23020339134
"D_27_5_BC",2143.95859709165,59.9527,6,2137.85045294039
"N_27_1_BC",2183.89164000291,59.8899,7,2176.42959567488
"N_27_2_BC",2150.1822126064,60.0472,8,2141.61574960797
"N_27_3_BC",2204.17963288951,60.0162,9,2194.14923638034
"N_27_4_BC",2345.77865642746,59.8465,10,2333.77637791248
"N_27_5_BC",2317.49481353016,60.1516,11,2304.32722936237
"D_27_1_AI",2214.94964791608,60.1414,12,2201.1140737383
"D_27_2_AI",2249.94669617621,59.9573,13,2234.6235631716
"D_27_3_AI",2276.45001038426,60.0054,14,2259.66393543531
"D_27_4_AI",2261.61994710554,59.8486,15,2243.67058244597
"N_27_1_AI",2257.34676968225,59.9767,16,2238.16251951498
"N_27_2_AI",2203.62800056916,59.8827,17,2183.6630809717
"N_27_3_AI",2353.97269924821,59.9027,18,2331.32553688985
"N_27_4_AI",2254.18751921469,60.2682,19,2231.23764628151
