Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,Junk1,9/21/2023 11:14:23 AM,OK,Unchecked,0,,25.0,°C,,2.488,mL,,60.087,g,,60.0868,g,,1.0,g/mL
2,Junk2,9/21/2023 11:25:19 AM,OK,Unchecked,0,,25.0,°C,,2.456,mL,,59.756,g,,59.7559,g,,1.0,g/mL
3,CRM,9/21/2023 11:35:59 AM,OK,Unchecked,0,,25.0,°C,,2.386,mL,,60.228,g,,60.2281,g,,1.0,g/mL
4,PreCabralD3_Dil1rep1,9/21/2023 11:46:30 AM,OK,Unchecked,0,,25.0,°C,,2.456,mL,,59.967,g,,59.9674,g,,1.0,g/mL
5,PreCabralD3_Dil1rep2,9/21/2023 11:57:09 AM,OK,Unchecked,0,,25.0,°C,,2.446,mL,,59.939,g,,59.9387,g,,1.0,g/mL
6,PreCabralD3_Dil1rep3,9/21/2023 12:07:48 PM,OK,Unchecked,0,,25.0,°C,,2.449,mL,,60.149,g,,60.1490,g,,1.0,g/mL
7,PreCabralD3_Dil2rep1,9/21/2023 12:18:27 PM,OK,Unchecked,0,,25.0,°C,,2.448,mL,,60.388,g,,60.3885,g,,1.0,g/mL
8,PreCabralD3_Dil2rep2,9/21/2023 12:29:08 PM,OK,Unchecked,0,,25.0,°C,,2.467,mL,,59.815,g,,59.8153,g,,1.0,g/mL
9,PreCabralD3_Dil2rep3,9/21/2023 12:39:50 PM,OK,Unchecked,0,,25.0,°C,,2.438,mL,,60.179,g,,60.1789,g,,1.0,g/mL
10,PreCabralD3_Dil3rep1,9/21/2023 12:50:28 PM,OK,Unchecked,0,,25.0,°C,,2.434,mL,,60.231,g,,60.2310,g,,1.0,g/mL
11,PreCabralD3_Dil3rep2,9/21/2023 1:01:05 PM,OK,Unchecked,0,,25.0,°C,,2.460,mL,,59.832,g,,59.8324,g,,1.0,g/mL
12,PreCabralD3_Dil3rep3,9/21/2023 1:11:47 PM,OK,Unchecked,0,,25.0,°C,,2.430,mL,,59.993,g,,59.9933,g,,1.0,g/mL
13,PreCabralD3_Dil4rep1,9/21/2023 1:22:24 PM,OK,Unchecked,0,,25.0,°C,,2.470,mL,,59.921,g,,59.9211,g,,1.0,g/mL
