"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk",2292.90966643787,59.8365,1,2292.90966643787
"N_24_2_AI",2162.92067608151,59.876,2,2161.68542726593
"N_28_4_BC",2389.46444091615,60.2417,3,2386.73674178268
"N_28_4_AI",2261.34493315455,60.0853,4,2257.47497605274
"N_28_3_AI",2313.11824627492,59.8152,5,2307.84317615799
"N_29_2_AI",2264.97412374998,60.0976,6,2258.5212060185
"N_29_5_AI",2413.39843384083,59.8527,7,2405.15219773431
"N_28_3_BC",2286.40785283294,59.9439,8,2277.29865820014
"N_28_5_BC",2498.63169199022,59.8862,9,2487.26135437024
"N_29_3_AI",2376.09151895921,59.9116,10,2363.93414336476
"N_29_4_AI",2326.08216283103,60.1484,11,2312.86578690586
"N_22_3_BC",2310.94405217338,59.8918,12,2296.50885366463
"N_29_2_BC",2153.82310258898,59.9307,13,2139.15461380858
"D_22_2_AI",2000.21472737189,59.981,14,1985.46555467999
"D_22_3_AI",1899.55555397139,59.9125,15,1884.47971624146
"N_22_4_BC",2319.48242626046,60.1772,16,2299.77011102312
"D_22_5_BC",2265.76795909358,59.9099,17,2245.24005006442
"D_22_4_BC",2214.69733208831,59.8823,18,2193.39011383958
"N_25_3_BC",2232.76310110022,59.8983,19,2210.03135007092
"N_24_3_BC",2088.93021556814,59.9627,20,2066.49399505045
"N_25_1_BC",2085.01937762285,59.8215,21,2061.45983663276
"N_23_5_BC",2145.25599860987,59.9818,22,2119.81818044454
"D_25_5_BC",2220.86821748931,60.3489,23,2193.29536151596
"N_27_3_AI",2364.39710918441,60.0304,24,2333.72529107316
