SampleID,TA,Mass,Sample.Index,TA_evap
junk1,2262.519342,60.2244,1,2262.519342
junk2,2244.53474,59.7631,2,2243.252881
junk3,2246.989901,60.2122,3,2244.424844
junk4,2242.834023,59.707,4,2238.995745
junk5,2239.02286,60.1245,5,2233.916765
junk6,2243.026128,60.0201,6,2236.63574
HI_247,2286.352729,60.0199,7,2278.54059
HI_251,2293.578909,59.9875,8,2284.441144
HI_252,2267.09393,59.9114,9,2256.777234
HI_253,2374.285421,60.1074,10,2362.137287
HI_254,2288.20668,59.904,11,2275.205506
HI_255,2282.108408,59.9544,12,2267.85333
HI_256,2322.138179,60.223,13,2306.32339
HI_257,2279.882103,59.9675,14,2263.07072
HI_258,2338.349322,59.9786,15,2319.790994
HI_259,2293.461352,60.0854,16,2273.970179
