Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,Junk1,3/1/2024 9:17:22 AM,OK,Unchecked,0,,25.0,°C,,2.428,mL,,60.328,g,,60.3280,g,,1.0,g/mL
2,Junk2,3/1/2024 9:28:16 AM,OK,Unchecked,0,,25.0,°C,,2.398,mL,,59.745,g,,59.7449,g,,1.0,g/mL
3,AmbSGD_rep1_day4_01172024,3/1/2024 9:38:50 AM,OK,Unchecked,0,,25.0,°C,,2.421,mL,,60.398,g,,60.3975,g,,1.0,g/mL
4,AmbSGD_rep2_day4_01172024,3/1/2024 9:49:35 AM,OK,Unchecked,0,,25.0,°C,,2.400,mL,,59.827,g,,59.8274,g,,1.0,g/mL
5,AmbSGD_rep3_day4_01172024,3/1/2024 10:00:11 AM,OK,Unchecked,0,,25.0,°C,,2.402,mL,,60.140,g,,60.1395,g,,1.0,g/mL
6,LowSGD_rep1_day4_01172024,3/1/2024 10:10:45 AM,OK,Unchecked,0,,25.0,°C,,2.418,mL,,60.186,g,,60.1857,g,,1.0,g/mL
7,LowSGD_rep2_day4_01172024,3/1/2024 10:21:23 AM,OK,Unchecked,0,,25.0,°C,,2.410,mL,,59.959,g,,59.9587,g,,1.0,g/mL
8,LowSGD_rep3_day4_01172024,3/1/2024 10:32:04 AM,OK,Unchecked,0,,25.0,°C,,2.423,mL,,60.177,g,,60.1771,g,,1.0,g/mL
9,MedSGD_rep1_day4_01172024,3/1/2024 10:42:42 AM,OK,Unchecked,0,,25.0,°C,,2.450,mL,,60.282,g,,60.2825,g,,1.0,g/mL
10,MedSGD_rep2_day4_01172024,3/1/2024 10:53:24 AM,OK,Unchecked,0,,25.0,°C,,2.421,mL,,59.788,g,,59.7875,g,,1.0,g/mL
11,MedSGD_rep3_day4_01172024,3/1/2024 11:04:05 AM,OK,Unchecked,0,,25.0,°C,,2.438,mL,,60.356,g,,60.3559,g,,1.0,g/mL
