"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2267.34992388867,59.7968,1,2267.34992388867
"Junk2",2243.12249951558,59.7984,2,2241.84144726
"D2_Ocean_1_BC",2234.68943494437,59.8323,3,2232.13841960767
"D2_Ocean_2_BC",2230.38213760998,59.7627,4,2226.56516874927
"D2_Ocean_3_BC",2173.98775420997,59.7902,5,2169.02997141816
"D2_Ocean_4_BC",2141.73803000048,59.8373,6,2135.63621225119
"D2_Ocean_5_BC",2170.19930360985,60.0073,7,2162.78404403032
"N1_Ocean_1_BC",2150.9842153068,59.7411,8,2142.41455707848
"N1_Ocean_2_BC",2146.11039072269,60.2017,9,2136.34424559995
"N1_Ocean_3_BC",2134.5412504414,60.0865,10,2123.619777301
"N1_Ocean_4_BC",2120.36929617517,59.8983,11,2108.32174335599
"N1_Ocean_5_BC",2103.56774534355,59.913,12,2090.42791274913
"D2_Ocean_1_AI",2144.22268979124,60.1443,13,2129.61958407189
"D2_Ocean_2_AI",2238.45238851167,60.0441,14,2221.94650022429
"D2_Ocean_3_AI",2186.86452570469,59.7428,15,2169.50845804037
"D2_Ocean_4_AI",2180.41263845136,59.7476,16,2161.88221942769
"N1_Ocean_1_AI",2237.66344326639,60.3459,17,2217.39016178719
"N1_Ocean_2_AI",2238.69652066115,60.1323,18,2217.1584103888
"N1_Ocean_3_AI",2191.83148046238,60.4809,19,2169.51645407758
"N1_Ocean_4_AI",2171.32965886773,59.6564,20,2148.00842454411
