"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk",2257.42988406754,60.2198,1,2257.42988406754
"D_30_1_BC",2071.60491080517,59.7699,2,2070.42181262653
"D_30_2_BC",2044.82499080395,59.8155,3,2042.49071570029
"D_30_3_BC",2384.27642859941,59.7296,4,2380.19609244094
"D_30_4_BC",2022.9718459481,59.6377,5,2018.35845519338
"D_30_5_BC",1948.49647061121,60.0632,6,1942.94519861517
"N_30_1_BC",2122.51778849856,59.5521,7,2115.26544981349
"N_30_2_BC",2100.5632984946,59.9681,8,2092.19452041295
"N_30_3_BC",2014.5158772755,59.9891,9,2005.34856952908
"N_30_4_BC",2523.24984658124,60.1131,10,2510.3395290035
"N_30_5_BC",2501.41988932726,59.9494,11,2487.20727631972
"D_30_1_AI",2339.97987155065,59.5138,12,2325.3633022224
"D_30_2_AI",2333.78058153397,59.722,13,2317.8865026586
"D_30_3_AI",2376.04942927829,60.1662,14,2358.52892866535
"D_30_4_AI",2336.39314769381,60.3616,15,2317.85034493433
"N_30_1_AI",2181.66639389532,60.1624,16,2163.12531972624
"N_30_2_AI",2412.02060636675,59.9819,17,2390.16764504067
"N_30_3_AI",2627.97442918309,60.3954,18,2602.69114378631
"N_30_4_AI",2537.93597043328,59.8894,19,2512.09725580217
"CRM_2",2203.85821107641,59.7334,20,2180.18760281725
