Task,T1662
Scope 1/1, Sample 1/24 (junk1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-63.3,22.2,NaN,,
0.0005,1,-63.2,22.2,0.0005,,
0.0025,2,-63.4,22.2,0.0020,,
0.0050,3,-63.4,22.2,0.0025,,
0.0090,4,-63.4,22.2,0.0035,,
0.0150,5,-63.4,22.2,0.0055,,
0.0235,6,-63.0,22.2,0.0075,,
0.0310,7,-62.6,22.2,0.0075,,
0.0395,8,-61.8,22.2,0.0085,,
0.0480,9,-60.9,22.2,0.0075,,
0.0565,10,-59.8,22.2,0.0075,,
0.0650,11,-58.6,22.2,0.0075,,
0.0735,12,-57.4,22.2,0.0085,,
0.0810,13,-56.2,22.2,0.0075,,
0.0895,14,-54.9,22.2,0.0085,,
0.0980,15,-53.3,22.2,0.0075,,
0.1060,16,-51.7,22.2,0.0075,,
0.1145,17,-50.2,22.2,0.0075,,
0.1220,18,-48.6,22.2,0.0075,,
0.1305,19,-46.7,22.2,0.0085,,
0.1390,20,-44.7,22.2,0.0075,,
0.1475,21,-42.7,22.2,0.0075,,
0.1560,22,-40.6,22.2,0.0075,,
0.1640,23,-38.5,22.2,0.0075,,
0.1720,24,-36.2,22.2,0.0080,,
0.1800,25,-33.9,22.2,0.0080,,
0.1885,26,-31.3,22.2,0.0075,,
0.1970,27,-28.8,22.2,0.0075,,
0.2055,28,-26.3,22.2,0.0075,,
0.2140,29,-23.6,22.2,0.0075,,
0.2215,30,-21.3,22.2,0.0075,,
0.2300,31,-18.7,22.2,0.0085,,
0.2385,32,-16.4,22.2,0.0075,,
0.2470,33,-14.3,22.2,0.0075,,
0.2550,34,-12.2,22.2,0.0075,,
0.2635,35,-10.6,22.2,0.0085,,
0.2710,36,-8.7,22.2,0.0075,,
0.2795,37,-7.1,22.2,0.0085,,
0.2880,38,-5.6,22.2,0.0075,,
0.2965,39,-4.1,22.2,0.0075,,
0.3050,40,-2.7,22.2,0.0075,,
0.3130,41,-1.8,22.2,0.0080,,
0.3210,42,-0.4,22.2,0.0080,,
0.3290,43,0.7,22.2,0.0080,,
0.3375,44,1.8,22.2,0.0075,,
0.3460,45,3.1,22.2,0.0075,,
0.3545,46,4.5,22.2,0.0075,,
0.3620,47,5.5,22.2,0.0075,,
0.3705,48,6.5,22.2,0.0085,,
0.3790,49,7.5,22.2,0.0075,,
0.3875,50,8.5,22.2,0.0075,,
0.3960,51,9.4,22.2,0.0075,,
0.4040,52,10.3,22.2,0.0075,,
0.4120,53,11.2,22.2,0.0080,,
0.4200,54,12.1,22.2,0.0080,,
0.4285,55,13.0,22.2,0.0075,,
0.4370,56,14.1,22.2,0.0075,,
0.4455,57,15.1,22.2,0.0075,,
0.4540,58,16.0,22.2,0.0075,,
0.4615,59,16.9,22.2,0.0075,,
0.4700,60,17.7,22.2,0.0085,,
0.4785,61,18.7,22.2,0.0075,,
0.4865,62,19.6,22.2,0.0075,,
0.4950,63,20.5,22.2,0.0075,,
0.5035,64,21.3,22.2,0.0085,,
0.5110,65,22.1,22.2,0.0075,,
0.5195,66,23.0,22.2,0.0085,,
0.5280,67,24.0,22.2,0.0075,,
0.5365,68,24.8,22.2,0.0075,,
0.5450,69,25.6,22.2,0.0075,,
0.5530,70,26.4,22.2,0.0080,,
0.5610,71,27.1,22.2,0.0080,,
0.5690,72,28.0,22.2,0.0075,,
0.5775,73,28.8,22.2,0.0075,,
0.5860,74,29.6,22.2,0.0075,,
0.5945,75,30.6,22.2,0.0075,,
0.6020,76,31.3,22.2,0.0075,,
0.6105,77,32.3,22.2,0.0085,,
0.6190,78,33.2,22.2,0.0075,,
0.6275,79,34.0,22.2,0.0075,,
0.6360,80,34.8,22.2,0.0075,,
0.6440,81,35.6,22.2,0.0080,,
0.6520,82,36.5,22.2,0.0080,,
0.6600,83,37.4,22.2,0.0080,,
0.6685,84,38.2,22.2,0.0075,,
0.6770,85,39.0,22.2,0.0075,,
0.6855,86,39.9,22.2,0.0075,,
0.6940,87,40.6,22.2,0.0085,,
0.7015,88,41.5,22.2,0.0075,,
0.7100,89,42.4,22.2,0.0085,,
0.7180,90,43.3,22.2,0.0075,,
0.7265,91,44.2,22.2,0.0075,,
0.7350,92,45.2,22.2,0.0075,,
0.7425,93,46.0,22.2,0.0075,,
0.7510,94,46.9,22.2,0.0085,,
0.7595,95,47.7,22.2,0.0075,,
0.7680,96,48.4,22.2,0.0075,,
0.7765,97,49.3,22.2,0.0075,,
0.7850,98,50.2,22.2,0.0075,,
0.7925,99,51.0,22.2,0.0075,,
0.8010,100,51.8,22.2,0.0085,,
0.8090,101,52.6,22.2,0.0075,,
0.8175,102,53.6,22.2,0.0075,,
0.8260,103,54.6,22.2,0.0075,,
0.8345,104,55.4,22.2,0.0085,,
0.8420,105,56.3,22.2,0.0075,,
0.8505,106,57.2,22.2,0.0085,,
0.8590,107,58.1,22.2,0.0075,,
0.8675,108,59.0,22.2,0.0075,,
0.8755,109,59.9,22.2,0.0075,,
0.8840,110,60.7,22.2,0.0085,,
0.8915,111,61.5,22.2,0.0075,,
0.9000,112,62.3,22.2,0.0085,,
0.9085,113,63.2,22.2,0.0075,,
0.9170,114,64.1,22.2,0.0075,,
