"SampleID","TA","Mass","Sample.Index"
"junk1",2414.73455187321,60.1789,1
"junk2",2390.0198945674,59.8569,2
"AmbSGD_rep1_day1_01132024",2346.45672313426,60.2173,3
"AmbSGD_rep2_day1_01132024",2354.62383645397,60.0071,4
"AmbSGD_rep3_day1_01132024",2347.61133071552,60.1171,5
"LowSGD_rep1_day1_01132024",2363.69004289837,59.9072,6
"LowSGD_rep2_day1_01132024",2372.86424006232,59.8618,7
"LowSGD_rep3_day1_01132024",2361.1677539571,59.803,8
"MedSGD_rep1_day1_01132024",2392.08901567608,60.0283,9
"MedSGD_rep2_day1_01132024",2382.91387526328,60.1009,10
"MedSGD_rep3_day1_01132024",2355.84861555066,59.8094,11
"HighSGD_rep1_day1_01132024",2439.08659923054,60.0658,12
"HighSGD_rep2_day1_01132024",2440.99762829895,48.5904,13
"HighSGD_rep3_day1_01132024",2441.91007626209,60.1901,14
"AmbSGD_rep1_day2_01142024",2359.38623977985,59.789,15
"AmbSGD_rep2_day2_01142024",2364.47111184015,60.3885,16
"AmbSGD_rep3_day2_01142024",2362.20426957689,60.17,17
"LowSGD_rep1_day2_01142024",2368.97606539829,59.9629,18
"LowSGD_rep2_day2_01142024",2386.29449411148,59.8569,19
"LowSGD_rep3_day2_01142024",2374.56595774155,60.3064,20
"MedSGD_rep1_day2_01142024",2391.47323773547,60.0669,21
"MedSGD_rep2_day2_01142024",2399.22515993231,60.0928,22
"MedSGD_rep3_day2_01142024",2408.40058561642,60.225,23
"HighSGD_rep1_day2_01142024",2486.52714871773,60.1991,24
"HighSGD_rep2_day2_01142024",2477.30450799394,59.9832,25
"HighSGD_rep3_day2_01142024",2478.74353754526,60.1528,26
"rawGW_day2_01142024",5271.72901937348,59.8547,27
"AmbSGD_rep1_day3_01152024",2351.62847543562,59.7886,28
"AmbSGD_rep2_day3_01152024",2356.7080571292,60.1731,29
