Task,T3908
Scope 1/1, Sample 1/19 (Junk)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-69.2,22.6,NaN,,
0.0005,1,-69.9,22.6,0.0005,,
0.0025,2,-70.0,22.6,0.0020,,
0.0050,3,-70.1,22.6,0.0025,,
0.0090,4,-70.3,22.6,0.0035,,
0.0150,5,-70.5,22.6,0.0055,,
0.0235,6,-70.5,22.6,0.0075,,
0.0310,7,-70.6,22.6,0.0075,,
0.0395,8,-70.5,22.6,0.0085,,
0.0480,9,-70.5,22.6,0.0075,,
0.0565,10,-70.3,22.6,0.0075,,
0.0650,11,-70.0,22.6,0.0075,,
0.0735,12,-69.7,22.6,0.0075,,
0.0810,13,-69.4,22.6,0.0075,,
0.0895,14,-69.0,22.6,0.0085,,
0.0980,15,-68.6,22.6,0.0075,,
0.1065,16,-68.0,22.6,0.0075,,
0.1145,17,-67.4,22.6,0.0075,,
0.1230,18,-66.8,22.6,0.0075,,
0.1305,19,-66.2,22.6,0.0075,,
0.1390,20,-65.5,22.6,0.0085,,
0.1475,21,-64.7,22.6,0.0075,,
0.1560,22,-63.8,22.6,0.0075,,
0.1645,23,-63.0,22.6,0.0075,,
0.1730,24,-62.2,22.6,0.0075,,
0.1810,25,-61.3,22.6,0.0080,,
0.1890,26,-60.4,22.6,0.0080,,
0.1970,27,-59.4,22.6,0.0080,,
0.2055,28,-58.4,22.6,0.0075,,
0.2140,29,-57.4,22.6,0.0075,,
0.2225,30,-56.3,22.6,0.0075,,
0.2310,31,-55.3,22.6,0.0085,,
0.2385,32,-54.2,22.6,0.0075,,
0.2470,33,-53.2,22.6,0.0085,,
0.2555,34,-52.1,22.6,0.0075,,
0.2640,35,-51.0,22.6,0.0075,,
0.2720,36,-50.0,22.6,0.0075,,
0.2805,37,-49.2,22.6,0.0085,,
0.2880,38,-48.2,22.6,0.0075,,
0.2965,39,-47.2,22.6,0.0085,,
0.3050,40,-46.2,22.6,0.0075,,
0.3135,41,-45.4,22.6,0.0075,,
0.3220,42,-44.5,22.6,0.0075,,
0.3305,43,-43.6,22.6,0.0075,,
0.3380,44,-42.9,22.6,0.0075,,
0.3465,45,-42.0,22.6,0.0085,,
0.3550,46,-41.2,22.6,0.0075,,
0.3630,47,-40.4,22.6,0.0075,,
0.3715,48,-39.6,22.6,0.0075,,
0.3800,49,-39.0,22.6,0.0085,,
0.3875,50,-38.2,22.6,0.0075,,
0.3960,51,-37.5,22.6,0.0085,,
0.4045,52,-36.8,22.6,0.0075,,
0.4130,53,-36.1,22.6,0.0075,,
0.4215,54,-35.4,22.6,0.0075,,
0.4300,55,-34.7,22.6,0.0085,,
0.4375,56,-34.1,22.6,0.0075,,
0.4460,57,-33.4,22.6,0.0085,,
0.4545,58,-32.7,22.6,0.0075,,
0.4625,59,-32.1,22.6,0.0075,,
0.4710,60,-31.4,22.6,0.0075,,
0.4795,61,-30.8,22.6,0.0085,,
0.4870,62,-30.2,22.6,0.0075,,
0.4955,63,-29.6,22.6,0.0085,,
0.5040,64,-29.0,22.6,0.0075,,
0.5125,65,-28.4,22.6,0.0075,,
0.5210,66,-27.8,22.6,0.0075,,
0.5295,67,-27.2,22.6,0.0085,,
0.5370,68,-26.6,22.6,0.0075,,
0.5455,69,-26.0,22.6,0.0085,,
0.5535,70,-25.4,22.6,0.0075,,
0.5620,71,-24.8,22.6,0.0075,,
0.5705,72,-24.3,22.6,0.0075,,
0.5790,73,-23.7,22.6,0.0085,,
0.5865,74,-23.2,22.6,0.0075,,
0.5950,75,-22.6,22.6,0.0085,,
0.6035,76,-22.1,22.6,0.0075,,
0.6120,77,-21.5,22.6,0.0075,,
0.6200,78,-20.9,22.6,0.0075,,
0.6285,79,-20.4,22.6,0.0075,,
0.6360,80,-19.9,22.6,0.0075,,
0.6445,81,-19.3,22.6,0.0085,,
0.6530,82,-18.8,22.6,0.0075,,
0.6615,83,-18.2,22.6,0.0075,,
0.6700,84,-17.7,22.6,0.0075,,
0.6785,85,-17.1,22.6,0.0075,,
0.6860,86,-16.7,22.6,0.0075,,
0.6945,87,-16.1,22.6,0.0085,,
0.7030,88,-15.6,22.6,0.0075,,
0.7110,89,-15.0,22.6,0.0075,,
0.7195,90,-14.5,22.6,0.0075,,
0.7280,91,-13.9,22.6,0.0075,,
0.7355,92,-13.4,22.6,0.0075,,
0.7440,93,-12.9,22.6,0.0085,,
0.7525,94,-12.3,22.6,0.0075,,
0.7610,95,-11.8,22.6,0.0075,,
0.7695,96,-11.3,22.6,0.0075,,
0.7780,97,-10.7,22.6,0.0075,,
0.7855,98,-10.3,22.6,0.0075,,
0.7940,99,-9.7,22.6,0.0085,,
0.8025,100,-9.2,22.6,0.0075,,
0.8105,101,-8.6,22.6,0.0075,,
0.8190,102,-8.1,22.6,0.0075,,
0.8275,103,-7.6,22.6,0.0075,,
0.8350,104,-7.2,22.6,0.0075,,
0.8435,105,-6.7,22.6,0.0085,,
0.8520,106,-6.1,22.6,0.0075,,
0.8605,107,-5.6,22.6,0.0075,,
0.8690,108,-5.0,22.6,0.0075,,
0.8775,109,-4.5,22.6,0.0085,,
0.8850,110,-3.9,22.6,0.0075,,
0.8935,111,-3.2,22.6,0.0085,,
0.9020,112,-2.6,22.6,0.0075,,
0.9100,113,-1.9,22.6,0.0075,,
0.9185,114,-1.3,22.6,0.0075,,
0.9270,115,-0.7,22.7,0.0085,,
0.9345,116,0.0,22.7,0.0075,,
0.9430,117,0.4,22.6,0.0085,,
0.9515,118,0.3,22.6,0.0075,,
0.9600,119,0.8,22.7,0.0075,,
0.9685,120,1.4,22.7,0.0075,,
0.9765,121,2.0,22.7,0.0075,,
0.9845,122,2.8,22.7,0.0080,,
0.9925,123,3.9,22.7,0.0080,,
1.0010,124,4.0,22.7,0.0075,,
1.0095,125,4.6,22.7,0.0075,,
1.0180,126,5.2,22.7,0.0075,,
1.0265,127,5.7,22.7,0.0075,,
1.0340,128,6.2,22.7,0.0075,,
