SampleID,TA,Mass,Sample.Index
Junk1,2386.518385,59.7515,1
Junk2,2389.290897,59.7234,2
CRM,2238.006313,60.0213,3
preCabralD4_Dil1rep1,2384.825316,60.3828,4
preCabralD4_Dil1rep2,2373.335465,59.7677,5
preCabralD4_Dil1rep3,2388.129336,60.2004,6
preCabralD4_Dil2rep1,2385.08415,59.942,7
preCabralD4_Dil2rep2,2379.200294,59.9402,8
preCabralD4_Dil2rep3,2380.767811,59.7429,9
preCabralD4_Dil3rep1,2375.10924,60.0455,10
preCabralD4_Dil3rep2,2369.260941,59.9054,11
preCabralD4_Dil3rep3,2388.932772,59.7855,12
preCabralD4_Dil4rep1,2378.041924,59.7813,13
preCabralD4_Dil4rep2,2363.576173,59.9955,14
preCabralD4_Dil4rep3,2375.030943,60.1109,15
preCabralD4_Dil5rep1,2380.863183,59.9895,16
preCabralD4_Dil5rep2,2369.591051,59.8277,17
preCabralD4_Dil5rep3,2388.926151,60.2102,18
preCabralD4_Dil6rep1,2365.148383,59.8934,19
preCabralD4_Dil6rep2,2374.99411,60.383,20
preCabralD4_Dil6rep3,2368.71579,59.8483,21
preCabralD4_Dil7rep1,2421.572775,60.181,22
preCabralD4_Dil7rep2,2420.961903,59.9726,23
preCabralD4_Dil7rep3,2405.582569,60.0671,24
preCabralD4_Dil8rep1,2379.52284,60.2872,25
preCabralD4_Dil8rep2,2369.035502,60.2414,26
preCabralD4_Dil8rep3,2388.302674,60.2067,27
preCabralD4_Dil9rep1,2380.6214,59.9015,28
preCabralD4_Dil9rep2,2385.830207,60.1072,29
preCabralD4_Dil9rep3,2376.455482,60.3362,30
