SampleID,TA,Mass,Sample.Index
Junk1,2418.113696,60.2907,1
Junk2,2350.865652,60.3563,2
CRM3,2215.17094,60.3691,3
PreVarD3_Dil1Rep1,2377.898243,60.1504,4
PreVarD3_Dil1Rep2,2374.627201,60.1656,5
PreVarD3_Dil1Rep3,2379.435037,59.7712,6
PreVarD3_Dil2Rep1,2387.110357,60.0737,7
PreVarD3_Dil2Rep2,2381.120513,60.2288,8
PreVarD3_Dil2Rep3,2384.930732,59.9309,9
PreVarD3_Dil3Rep1,2367.160432,60.0641,10
PreVarD3_Dil3Rep2,2369.643701,60.3526,11
PreVarD3_Dil3Rep3,2365.392388,60.0603,12
PreVarD3_Dil4Rep1,2368.204288,60.1483,13
PreVarD3_Dil4Rep2,2366.959954,59.7867,14
PreVarD3_Dil4Rep3,2358.723017,60.0681,15
PreVarD3_Dil5Rep1,2391.790986,60.0648,16
PreVarD3_Dil5Rep2,2382.776171,60.2194,17
PreVarD3_Dil5Rep3,2390.758297,59.9948,18
PreVarD3_Dil6Rep1,2384.945582,60.2373,19
PreVarD3_Dil6Rep2,2397.632876,59.9115,20
PreVarD3_Dil6Rep3,2391.742994,60.3195,21
PreVarD3_Dil7Rep1,2401.272779,59.77,22
PreVarD3_Dil7Rep2,2413.394224,60.3702,23
PreVarD3_Dil7Rep3,2407.749133,60.0026,24
PreVarD3_Dil8Rep1,2424.552517,60.284,25
PreVarD3_Dil8Rep2,2435.683648,60.3749,26
PreVarD3_Dil8Rep3,2428.117948,60.138,27
PreVarD3_Dil9Rep1,2474.681091,59.8453,28
PreVarD3_Dil9Rep2,2469.529499,60.1219,29
PreVarD3_Dil9Rep3,2475.67943,59.9633,30
